0 [0.0, 0.59] [0.0, 1.36] [0.0, 0.94]
61 [4.33, 8.87] [6.97, 5.97] [7.12, 9.92]
62 [4.46, 8.86] [7.11, 6.14] [7.2, 9.92]
63 [4.59, 8.85] [7.23, 6.3] [7.27, 9.92]
64 [4.71, 8.84] [7.33, 6.45] [7.33, 9.92]
65 [4.82, 8.83] [7.41, 6.59] [7.39, 9.92]
66 [4.93, 8.82] [7.48, 6.72] [7.44, 9.92]
67 [5.03, 8.81] [7.53, 6.83] [7.49, 9.92]
68 [5.13, 8.81] [7.57, 6.93] [7.54, 9.99]
69 [5.23, 8.81] [7.61, 7.02] [7.59, 9.99]
70 [5.32, 8.81] [7.64, 7.1] [7.63, 9.99]
71 [5.41, 8.81] [7.66, 7.17] [7.67, 9.99]
72 [5.5, 8.81] [7.68, 7.24] [7.71, 9.99]
73 [5.59, 8.81] [7.69, 7.3] [7.75, 9.99]
74 [5.68, 8.81] [7.7, 7.36] [7.79, 9.99]
75 [5.77, 8.81] [7.71, 7.42] [7.83, 9.99]
76 [5.86, 8.81] [7.72, 7.47] [7.87, 9.99]
77 [5.95, 8.81] [7.72, 7.52] [7.91, 9.99]
78 [6.04, 8.81] [7.72, 7.57] [7.95, 9.99]
79 [6.13, 8.81] [7.72, 7.62] [7.99, 9.99]
80 [6.22, 8.81] [7.72, 7.68] [8.02, 9.99]
81 [6.31, 8.81] [7.72, 7.73] [8.05, 9.99]
82 [6.4, 8.81] [7.72, 7.78] [8.08, 9.99]
83 [6.49, 8.81] [7.72, 7.83] [8.11, 9.99]
84 [6.58, 8.81] [7.72, 7.88] [8.14, 9.99]
85 [6.67, 8.81] [7.72, 7.93] [8.17, 9.99]
86 [6.75, 8.81] [7.73, 7.98] [8.2, 9.99]
87 [6.83, 8.81] [7.74, 8.03] [8.23, 9.99]
88 [6.91, 8.81] [7.75, 8.09] [8.26, 9.99]
89 [6.98, 8.81] [7.76, 8.14] [8.29, 9.99]
90 [7.05, 8.81] [7.77, 8.19] [8.32, 9.99]
