0 [0.0, 0.68] [0.0, 1.03] [0.0, 1.18]
78 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
79 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
80 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
81 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
82 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
83 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
84 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
85 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
86 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
87 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
88 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
89 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
90 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
91 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
92 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
93 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
94 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
95 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
96 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
97 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
98 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
99 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
100 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
101 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
102 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
103 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
104 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
105 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
106 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
107 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
108 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
109 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
110 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
111 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
112 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
113 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
114 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
115 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
116 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
117 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
118 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
119 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
120 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
121 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
122 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
123 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
124 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
125 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
126 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
127 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
128 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
129 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
130 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
131 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
132 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
133 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
134 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
135 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
136 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
137 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
138 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
139 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
140 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
141 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
142 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
143 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
144 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
145 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
146 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
147 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
148 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
149 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
150 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
151 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
152 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
153 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
154 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
155 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
156 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
157 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
158 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
159 [0.0, 0.09] [0.0, 9.88] [0.0, 9.91]
